,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,node_type
Kenya,-0.2725623,-0.28589332,0.04382311,-0.076834805,0.14392619,-0.09685155,0.049630255,0.1067275,-0.12000735,-0.12648353,0.03350281,-0.013075468,-0.36650765,0.1870492,0.058805183,0.09051506,0.1465261,0.11712883,0.23946257,0.24559423,0.09627015,0.12114614,0.008164447,-0.008789867,-0.031294327,0.007332836,0.16937155,0.16539879,0.19485947,-0.008931416,0.0025822485,-0.04067425,-0.0022496544,-0.16570756,-0.13023156,-0.030533455,-0.13786161,0.08373395,-0.06049798,-0.086894155,0.13983423,0.105395205,-0.044976152,-0.24988301,0.3762108,-0.20632999,0.032748632,0.15172812,-0.30039003,-0.06689652,-0.14822055,-0.06793352,0.34416887,0.1765904,0.2236353,0.16959007,0.079806626,-0.031202173,-0.23912242,0.1634043,-0.055764318,0.045424085,-0.044285093,0.13595852,country
Republic of the Congo,-0.26502058,-0.1835207,0.023326002,0.077458665,0.059763584,-0.086376816,0.027081896,0.093792826,-0.21566062,-0.0027785175,0.035776246,-0.050681952,-0.47645745,0.20148401,0.055171993,0.15478146,0.13074616,0.20865904,0.13682428,0.28092206,0.06199124,0.023919037,-0.027993243,0.07067346,-0.01187935,0.026798245,0.08841576,0.1653794,0.12482494,0.07390215,0.0022950454,-0.0012271156,0.113058366,-0.10855687,-0.16457371,-0.09251605,-0.12357993,0.09173707,-0.11167348,-0.14170378,0.08703082,0.16857748,0.13613127,-0.11399742,0.3224328,-0.15763229,0.13893773,0.07731,-0.38516432,0.059980903,-0.1171618,-0.111548215,0.38774106,0.18838298,0.21801959,0.17556559,0.0023292352,0.032454215,-0.11608388,0.28665906,-0.100466065,-0.057847574,-0.08680944,0.18608905,country
Fiji,-0.34734747,-0.13197595,-0.0032234446,0.17814718,0.14972547,0.025841357,-0.01988671,0.13781239,-0.17367016,-0.19731233,0.17944254,-0.102049544,0.13223457,-0.25735226,0.18932687,0.11740028,-0.3554792,-0.27689606,0.21979976,0.071421295,-0.018566206,0.12554456,0.09113989,-0.057700712,0.013497445,-0.13727124,-0.21295483,0.00064484286,-0.26634097,-0.062242717,0.25191957,0.21964481,-0.09401794,-0.078831464,0.2232675,0.010708406,0.015615133,0.14775072,-0.044984847,-0.124353744,0.10027433,0.18308644,-0.033745844,-0.22816786,-0.051687974,0.05565874,0.10078763,0.38301018,0.028605834,0.05673013,-0.19766134,0.11352592,0.05938521,0.33309165,0.12604553,0.21917821,0.026749162,-0.36791825,-0.058656756,0.22289635,0.071677655,-0.2700403,0.022949642,-0.1355013,country
Croatia,0.040148128,-0.06331175,0.090326525,0.028172389,-0.034319274,-0.037202142,-0.002643717,0.091362,-0.04264079,-0.3866363,-0.015367477,-0.084547,-0.09319094,0.028851507,0.120023,0.2993471,0.022959419,-0.09511042,-0.009552048,0.044398706,0.08182945,0.15977718,0.117975615,-0.016952781,0.022840774,-0.05533905,-0.07991206,-0.020155339,0.061536256,-0.0039725406,0.076042056,-0.10420301,0.038405456,-0.0024489553,-0.10634098,0.02826374,0.047456373,-0.0522761,0.13036747,0.059406318,-0.08211057,-0.21950011,-0.011911668,-0.04139965,0.021609709,-0.018809993,0.09078894,-0.060945295,0.009273957,0.2886726,-0.21913072,0.06250294,0.11658629,0.026147282,0.12372794,-0.048459,-0.019696789,-0.061918575,0.05072944,0.13513471,-0.13541272,-0.041435935,-0.13667378,0.021858169,country
Bosnia and Herzegovina,-0.0052568247,-0.17648037,0.05443567,0.01832938,-0.1040877,-0.02109091,-0.10542711,0.17345344,-0.17785494,-0.17459759,-0.049015563,-0.10732031,-0.0949199,0.07317136,0.102647915,0.25704417,-0.07075541,-0.006961881,0.026847724,-0.030053012,0.020153007,0.06473861,0.0415489,-0.07516105,0.0063820207,-0.19483218,-0.03993245,-0.016183242,-0.003135473,0.073308066,0.16846676,-0.060379438,0.023294155,-0.09957834,-0.016492711,-0.02311724,0.09061926,-0.03539481,0.12919895,0.10318372,-0.098304264,-0.13227889,0.090103924,-0.092190094,-0.006347111,-0.027213873,0.03098085,-0.11999525,-0.04069493,0.34411725,-0.20693253,0.1647561,0.14672416,0.092322044,0.08827941,-0.03254508,0.04109724,-0.09912429,0.02233831,0.024994254,0.027581256,-0.14183387,-0.080088064,0.03070065,country
Jamaica,-0.08468055,-0.3170155,0.27338764,-0.08035285,-0.06439066,-0.097590394,-0.16211328,0.02341634,0.14324994,-0.0039127646,-0.05804821,-0.101076365,-0.1417961,-0.07583043,-0.03430324,0.041671067,-0.124054275,0.118546955,0.093270816,0.17781913,0.1174372,-0.050392773,0.17801006,-0.075940534,0.102316916,-0.040159177,-0.20770657,-0.013829269,0.24656358,-0.09194173,-0.0553775,0.19152312,0.15097648,0.09928962,0.10926956,0.019212876,0.026361946,-0.04820914,0.12625997,0.26059678,0.16627355,0.100161344,0.08040021,-0.08047904,-0.20881958,-0.00030699855,0.050023414,0.062575206,0.09418157,0.03967615,-0.1741839,-0.019411273,0.24869679,0.06321261,0.04248073,-0.10197139,-0.06482322,-0.27774447,0.018561464,0.18094018,0.09059835,-0.089713186,0.029165486,0.15862367,country
Barbados,-0.095760636,-0.28463143,0.40442964,0.040542677,0.032661635,-0.14914809,-0.33998826,-0.008669836,0.08370806,-0.08923524,-0.101701096,-0.04510461,-0.08329662,-0.0069826897,0.009870974,0.008171741,-0.21452574,0.17313889,-0.0528845,0.15218285,0.22977482,-0.057210315,0.120994925,-0.17843115,0.059822083,-0.09833312,-0.11029054,-0.09292227,0.21292543,-0.08110544,-0.031418834,0.086856596,0.13561133,0.13225758,-0.009525427,0.06415046,-0.03524903,0.02680104,0.107217334,0.29218885,0.1749312,0.06662488,0.13841395,-0.08626173,-0.10441449,-0.0053281253,0.024827853,0.013670742,-0.059640698,0.018848704,-0.058424663,-0.04462164,0.17874847,0.06239542,0.009690999,-0.039323766,-0.2230297,-0.20879495,-0.017193804,0.19698356,0.015563018,-0.07619563,0.0027455578,0.2612306,country
Taiwan,0.028493367,0.18252452,0.1557027,-0.020268386,0.072681196,-0.21270329,0.2366233,-0.03104475,0.013371027,-0.025327684,0.27866855,-0.21327016,-0.16854204,0.065644935,0.09196403,0.03300629,0.011623787,-0.018487744,-0.11669466,0.15126012,-0.048094913,-0.039992563,0.04773996,-0.0130563965,0.1547784,0.14430939,-0.05108473,0.10764758,0.15588361,-0.040987767,0.010455096,-0.051249973,-0.10962636,-0.100903794,-0.08083346,0.019835055,-0.031282652,0.005994806,0.043777585,0.1534189,0.013605035,0.113986716,-0.053431425,-0.3009862,-0.08801404,0.10992799,-0.12311522,-0.083329305,0.036548447,0.032099623,-0.11594281,0.13092211,0.27698323,-0.08779973,-0.10660881,0.043565884,0.05025591,-0.13668627,0.047283158,0.112458706,-0.044213716,-0.07515828,-0.03260039,0.044052206,country
New Zealand,-0.31192058,-0.015682338,-0.020916637,0.11438576,0.069826685,0.11720549,-0.11691608,0.1189247,-0.2068372,-0.21411066,0.25152248,-0.13092682,0.06421017,-0.26567823,0.21158437,0.24330142,-0.23068452,-0.3385914,0.28027323,0.065063596,-0.023802726,0.08190149,0.23243676,-0.09531635,0.15992823,-0.105833665,-0.3316391,-0.02270416,-0.3070023,-0.102318205,0.21795326,0.22750422,-0.24366714,-0.10180701,0.22670633,0.052166823,-0.10276719,0.009484925,-0.13636445,0.06978035,0.004301249,0.1657302,-0.0082261,-0.09930062,0.013133088,0.03550012,0.13759911,0.42123955,0.110465795,0.05558561,-0.20091146,0.08000361,0.094473675,0.29857194,0.1932751,-0.011212637,-0.11608179,-0.2879518,-0.09879014,0.2068408,-0.10837853,-0.2494928,0.08553232,-0.091388315,country
Ethiopia,-0.28313902,-0.21835275,-0.049152628,0.10578206,0.027003562,0.0063526565,0.04427997,0.11105473,-0.2101127,-0.08212865,0.083170384,0.17644241,-0.6197667,0.1943035,0.24675162,0.019431172,0.15285909,0.21201374,0.25027183,0.38135314,-0.029288456,-0.102801286,0.036959283,-0.12307875,0.13922076,-0.030245412,0.07702618,0.18722245,-0.0028412752,-0.20168725,0.03924152,-0.07195687,0.15053646,-0.27356237,-0.02043829,-0.056793485,-0.18028012,0.113016926,-0.04666622,-0.25719813,0.18324938,0.20192422,0.020018049,-0.07156622,0.38912594,-0.21373565,-0.06157203,-0.015920023,-0.27370417,0.042076606,-0.21059892,-0.18660377,0.53430784,0.18393889,0.19322397,0.22165813,0.0032078305,0.05920372,-0.30914703,0.13282377,-0.15443175,0.0054970314,-0.1814351,0.20257625,country
Georgia,0.0033682056,-0.08499852,0.093926184,-0.007599226,-0.054350283,-0.08360168,0.07843935,0.001470291,-0.04690003,-0.26761743,-0.14644447,-0.16536048,-0.058870386,0.064337164,0.034563318,0.40317145,-0.09427998,-0.13062294,0.066406965,0.14137088,0.06126147,0.054931905,0.01730892,0.065517284,-0.082422234,-0.0068886653,-0.080261886,-0.052564673,0.019896895,0.04371926,0.14495696,0.03918899,0.08333816,-0.03919435,-0.20638414,-0.13803492,0.06807492,0.019843865,0.17910516,0.09116776,-0.12245839,-0.14818132,0.04352799,-0.024101561,0.10699542,-0.064710654,0.08631976,-0.1160441,0.084475964,0.1425746,-0.19833183,0.1347017,0.060070634,0.00057499314,0.06106874,0.03013603,-0.02424101,-0.14683475,0.060164444,0.07408553,0.046229184,-0.16044696,-0.16435155,0.1152547,country
Estonia,0.14466234,-0.16408445,-0.098964244,0.07094532,-0.0016858001,0.11583361,0.026250724,0.0035787455,-0.12950003,-0.26309818,-0.24047764,-0.25096208,-0.2582042,0.14254625,0.061994977,0.39092788,-0.0722016,-0.12947325,-0.07353916,0.14373298,0.058618996,0.18484095,0.13720694,-0.14111087,-0.042982645,-0.08813297,-0.023087123,0.046629474,-0.1291849,-0.065322995,0.14984092,-0.26610857,0.1190832,-0.16013928,-0.10027131,-0.051668156,0.032733805,-0.07532343,0.14905488,0.058334224,0.05348157,-0.22036068,0.07205236,0.037752,0.015974188,0.069682635,-0.07302009,-0.12381671,0.18816482,0.26759464,-0.2630983,-0.014704372,0.10999104,0.01613299,0.038633436,0.015978595,-0.020745933,-0.080110945,-0.005423488,-0.08769756,0.03535729,-0.0846788,-0.14590092,0.12360433,country
Serbia,0.10197243,-0.16390114,-0.045767013,-0.02309644,-0.08632539,0.19872256,-0.005910298,0.0662691,-0.17285371,-0.299353,-0.22706477,-0.14619702,-0.31478557,0.18679553,-0.014422392,0.2395254,-0.14415497,-0.032501508,-0.12311265,0.13111728,0.10910072,0.16737498,0.1642282,0.0030165343,0.050315887,-0.062656954,-0.048296507,0.016133297,-0.05053644,-0.082288355,0.08101625,-0.14772521,-0.06467125,-0.1569563,-0.06770403,0.012440745,0.086924784,-0.07286396,0.024309559,0.10598395,-0.09758383,-0.17731181,0.09943647,-0.075176746,0.047939513,0.08126768,-0.161005,-0.1886992,0.104345635,0.3166902,-0.31037366,0.09804784,0.02862322,0.018158669,0.024144847,-0.01833183,-0.034115702,-0.10686612,0.061771248,-0.08704711,0.043954078,0.050951652,-0.021584881,0.21357702,country
Trinidad and Tobago,-0.13893172,-0.31385162,0.31979576,0.060416732,-0.031192742,-0.10284841,-0.33015203,0.11585759,0.13479753,-1.0282331e-05,-0.111580044,-0.16091545,-0.07788758,0.04582333,-0.013289992,0.04454296,-0.12536371,0.19833621,0.07661454,0.15143438,0.15975726,-0.026647715,0.12527192,0.0031493837,0.3047621,-0.04391997,-0.14820845,-0.06863279,0.19863117,-0.16214533,-0.09957097,0.19427237,0.13876903,0.15107217,0.047043134,0.082438394,-0.00561425,0.021161312,0.15911683,0.26032266,0.11954102,0.1070457,0.11002697,-0.1482767,-0.20868573,0.0714441,0.13428372,-0.010737403,-0.0666105,0.06156995,-0.0019098109,-0.04477771,0.19267137,0.009435949,-0.03961979,-0.012435035,-0.09916259,-0.17877042,0.108922884,0.13648517,0.0730283,-0.13598873,0.018043933,0.14255898,country
North Korea,0.041731227,0.2551018,0.047702704,-0.19169551,0.07732032,-0.04240402,0.20454244,-0.08201744,-0.007388585,0.1818766,0.19378664,0.0095566325,-0.25666505,0.049905665,0.17771171,0.09755761,-0.19961374,-0.16888861,-0.13985655,0.2525961,-0.14593616,-0.033052064,0.09831938,0.19286071,0.17457058,-0.027671799,-0.122908615,0.18689425,-0.03805519,-0.08664621,0.25622046,-0.17665419,0.2406703,-0.06838674,-0.07952205,0.050430514,-0.1544858,0.021478072,0.16070567,0.25577325,-0.02624163,0.08156421,0.06671121,-0.28664318,-0.13053852,0.20422518,-0.15292335,-0.19941597,0.051294826,-0.08774893,-0.0972992,0.1062082,0.45037368,0.053468857,-0.17463851,-0.08630272,0.16311786,-0.3571801,0.025514295,0.16312762,-0.124791086,-0.16024393,-0.043760765,0.12280301,country
Papua New Guinea,-0.35678357,-0.15091322,-0.10866826,0.25355574,0.23304506,0.17488113,0.007840841,0.13241021,-0.124736816,-0.28770012,0.20199403,0.12082466,0.075535074,-0.25345868,0.3517564,0.30193993,-0.33863872,-0.16724698,0.2231962,0.2989132,-0.16043124,0.068435945,0.20156065,-0.119557895,0.25643444,-0.16258799,-0.21217108,0.10304196,-0.4280313,-0.13724394,0.24501306,0.22454187,-0.30612805,-0.0772326,0.2737316,0.15749729,-0.027868848,0.0032720475,-0.15767977,-0.17692031,0.26275158,0.19490384,-0.05389478,-0.19193545,0.0016916109,0.21420598,-0.032805685,0.42018235,0.16673021,0.060483757,-0.19424355,0.06480074,-0.092693105,0.3967992,0.17666669,0.114570834,-0.17234175,-0.50962085,-0.067843564,0.15544456,-0.10164546,-0.16411854,0.0403517,-0.1593397,country
Myanmar,-0.028098825,0.3596332,0.01268301,-0.21975504,0.031983744,0.12718135,0.11566338,0.04256342,0.009935012,0.1341055,0.25732028,-0.11849126,-0.28618145,0.034367725,0.0784455,0.032330193,0.012674583,-0.18737234,-0.09236459,0.16783328,-0.07052757,-0.07329254,0.13939472,0.0871038,0.06600727,0.036922798,-0.020272061,0.1594689,-0.017819282,0.0057819868,0.2104183,-0.18208832,0.120469965,-0.15320536,-0.10753228,0.15931946,-0.068105884,0.06572761,0.11556633,0.39402923,0.12751907,0.08646956,0.08017628,-0.35198143,-0.10605376,0.28208694,-0.13712342,-0.1459676,0.04499548,-0.07341842,-0.040784765,-0.00022690416,0.42628148,0.08720235,-0.16005242,-0.045149796,0.07067395,-0.3152683,0.029922286,0.14182709,-0.1448948,-0.16564366,-0.16535982,0.17849499,country
Uzbekistan,0.028390363,0.32156914,0.0020004462,-0.16966802,0.014696443,-0.04669979,0.15616022,-0.04941502,0.066642314,0.123950385,0.35737258,-0.052012563,-0.36013955,0.12160474,0.12592767,0.109006874,-0.09014223,-0.19238399,-0.13330019,0.30977386,-0.106847525,-0.022377433,0.061222482,0.17760417,0.27784473,0.060082003,-0.118420124,0.22292061,0.059486933,-0.024126695,0.14659925,-0.1367858,0.077799186,-0.10583676,-0.12560824,-0.04190353,-0.119697995,-0.082536295,0.0027968395,0.36340368,-0.01907992,0.1467674,0.022733554,-0.329595,-0.1289734,0.25366282,-0.15512368,-0.08833096,0.074502245,-0.1008398,-0.04722339,0.16948661,0.30080009,0.05106182,-0.24181876,-0.08202168,-0.042736616,-0.32169354,0.09589286,0.13637742,-0.19723068,-0.14468457,-0.068433486,0.08829218,country
Hong Kong,-0.017789671,0.103391595,0.0339097,-0.18322459,-0.017514186,-0.13130517,0.17070748,0.03315706,-0.0230857,0.15574783,0.29777056,-0.18863556,-0.15083234,0.00904287,0.054068975,0.1578931,0.042310145,-0.09988231,-0.011258511,0.13381621,-0.028048888,-0.08638925,0.11092499,-0.006857985,0.054937925,0.0017416739,-0.044160634,0.105669014,0.106216714,-0.102061525,0.079066195,-0.10261365,-0.10254939,0.0067561986,-0.09494203,0.04743173,-0.033239163,-0.007198889,0.08681993,0.17461549,-0.086688235,-0.0009918312,0.010606985,-0.30078122,-0.15656349,0.14820132,-0.14023364,-0.079933904,0.08219912,0.061423708,0.07254313,0.09973806,0.17186579,-0.002066915,-0.16073376,0.025642812,0.10390103,-0.1889671,0.022929888,0.13721117,-0.041477226,-0.2544571,-0.12906262,0.057758264,country
Sudan,0.14401805,-0.1696141,0.2602463,0.025604822,-0.32559985,0.004246552,0.10658185,0.0001736639,-0.15522233,-0.04412574,0.044755153,0.15193318,-0.013690798,-0.014434586,-0.024922265,0.04620514,-0.17866884,0.049800247,0.022289328,0.22158645,0.10345985,0.14195523,0.021591395,-0.2596674,0.37504914,-0.15001817,-0.17767347,0.18941718,-0.12176944,0.13572298,0.42865667,0.2017651,0.054572515,-0.14931759,-0.28401557,0.13238426,0.12670553,0.2766711,0.24169111,-0.14590935,0.31779948,-0.021854818,0.20637153,-0.05510688,0.09656962,0.20304182,-0.17677309,-0.092973806,-0.04577327,-0.059705198,0.27519733,-0.034928355,0.000111616624,-0.13161354,-0.21648611,0.07050493,0.100280784,-0.116084695,0.13671465,0.0044202544,-0.0490744,0.14564277,-0.1498631,0.033463452,country
Suriname,-0.12743573,-0.06447788,-0.10527195,0.059268225,-0.056952696,0.29415596,0.23773023,0.0076862737,-0.28302383,0.01973927,0.11246499,-0.1760512,0.18217677,-0.1677878,0.11815902,-0.053400125,-0.16999704,0.19353972,0.1609254,0.2828525,0.006514439,0.10307017,0.010657721,0.24663302,0.010676482,0.037981395,0.21350688,0.17725512,0.09059369,0.11479948,-0.3533407,0.065847956,-0.006872641,-0.24893197,-0.1597605,0.19496992,-0.026400493,-0.055310052,0.23742889,-0.033495065,0.32189906,-0.11919524,-0.062965356,0.14428592,-0.06426158,0.13884017,-0.41371953,-0.36576563,0.097955465,0.20590468,0.15494771,0.07919439,0.19715144,0.37798986,0.08048945,-0.24226719,-0.15494198,-0.04414616,-0.009880489,0.2816342,0.058315016,-0.09325751,-0.06575952,0.32228616,country
Kyrgyzstan,0.06506604,0.30066413,0.081269965,-0.16523193,0.042823546,0.044574417,0.15189642,-0.010565932,0.032042254,0.21125814,0.14910896,-0.0041083666,-0.25414756,0.032330696,0.10623592,0.1990932,-0.1053306,-0.1423351,-0.14764589,0.11375039,-0.15822816,0.019077616,0.14973156,0.045955006,0.22227947,0.10026296,-0.0885565,0.21661897,0.0885781,0.067884095,0.28354332,-0.10122369,0.07375525,-0.056741025,-0.10112406,0.13186044,-0.047955714,0.0011635198,0.09110919,0.40863705,-0.019537576,0.07223952,0.017486637,-0.41638443,-0.15579344,0.16084924,-0.12055606,-0.11360368,0.04218764,-0.14798406,-0.10245451,0.07103561,0.33896768,0.102287434,-0.16915151,-0.0745949,0.062873736,-0.2969757,0.0063919164,0.13081762,-0.19749065,-0.08074294,-0.10029632,0.2400861,country
Europe,0.08284435,-0.18487193,-0.17799596,0.16276042,-0.005968417,0.030581303,-0.1800861,0.14188537,-0.16958353,-0.25934786,-0.44866815,-0.30334523,-0.011941152,0.20900643,-0.15266974,0.39063674,0.015690932,-0.12105705,-0.31537542,0.08748269,0.075812794,0.10323794,0.20153265,-0.28492853,0.02657034,0.23511855,0.045724813,-0.06713147,-0.20926441,0.13902384,0.04888106,-0.09045141,-0.061690163,-0.19654083,-0.01865289,-0.19514582,-0.011338819,0.12604663,0.30479714,-0.11307332,-0.25870582,-0.438212,-0.1479928,-0.22505172,0.07849913,-0.013113477,-0.070939265,-0.12567456,-0.08885244,0.23160465,-0.2824039,0.17763491,0.2148088,-0.12509605,0.02219165,0.13385908,-0.077814326,-0.08045293,0.12717813,0.07482615,-0.107522056,-0.22344823,-0.25647032,-0.09020038,region
Asia,0.0823323,0.36867785,0.0006618123,-0.31499425,0.37257797,-0.17114837,0.38897723,0.035501838,0.076959744,0.3657877,0.3382623,-0.10254506,-0.26317042,-0.06188886,0.16173305,0.16340266,-0.14913969,-0.27136314,-0.01929033,0.38242573,-0.0041155424,0.041542504,0.2635472,0.21335687,0.05842058,-0.075969204,-0.09167908,0.06057791,0.10471094,0.050033037,-0.10934866,-0.25177693,0.07872584,0.0952014,-0.028579863,0.20155433,-0.21577744,-0.13213132,0.062151883,0.2849193,0.023910254,0.17614,0.22366561,-0.47792873,0.023290513,0.44860193,-0.07732205,0.0034307556,-0.18765038,-0.03687572,0.021956611,0.27970263,0.24930929,-0.36869058,0.19654697,-0.21002558,0.21999711,-0.34205994,0.2009922,-0.18915923,-0.32714638,-0.1625471,-0.22902489,0.13562831,region
North America,-0.13338001,-0.30221248,0.32658643,0.08788616,-0.062299628,-0.17442852,-0.3430928,0.013226881,0.13910896,0.14051197,0.22202528,-0.21220271,-0.30362573,0.11734841,-0.09838972,0.10713146,-0.38482663,0.21632117,-0.085875824,0.3171365,0.5462587,0.16760892,0.2906689,-0.21202116,-0.10825229,0.21989982,-0.15071991,-0.15589318,0.16469277,-0.18332775,-0.13819906,0.30842862,0.10596013,0.4263704,0.070449434,-0.14261636,0.12575237,-0.14471398,-0.09518409,0.44279018,0.15561609,0.027723087,0.020109536,0.31415936,-0.522756,-0.08467742,0.023432454,0.040069,-0.019189429,-0.32631198,-0.009139644,-0.21129245,0.13133055,0.03379223,-0.069130026,0.26519284,0.09517433,-0.44294372,-0.33753216,0.1672307,0.16789122,0.047304757,0.12961596,0.3732492,region
Africa,-0.48068592,-0.29048237,-0.025892885,-0.107192256,0.18771917,-0.22843076,-0.0037730052,0.15742885,-0.26168293,-0.19825192,0.091476165,0.123289526,-0.67134964,0.3155742,-0.0070436844,0.058085337,0.12797871,-0.006961171,0.5331425,0.044031236,0.009523509,-0.24857149,0.10111118,0.10337896,0.34018728,0.062738635,0.30803105,0.07255809,0.5531003,-0.274836,0.2582703,-0.30203953,0.2133465,-0.28317168,-0.043710683,-0.021351982,-0.09459532,0.05923909,-0.2433822,-0.4025892,0.25240237,0.33718815,-0.35848984,0.023401378,0.6428391,-0.190971,0.12121116,-0.070123866,-0.14372396,0.056588687,0.053654455,-0.19159374,0.33066866,-0.01249346,0.12609047,0.38767764,-0.06011055,-0.08437114,-0.02426985,0.26946804,0.052844718,-0.06207931,-0.20746544,0.365403,region
Middle East,0.26972204,0.07447172,0.50076383,0.07500498,-0.31474343,0.112677015,0.09390673,0.11388629,-0.049350917,0.11971935,0.36921751,-0.11479578,0.050278,-0.10474004,-0.031112358,-0.03986252,0.082760006,-0.24286614,0.1715259,0.119220905,0.25318527,0.30985266,0.19189325,-0.4569528,0.44465157,-0.40202498,-0.14735116,0.18962482,0.12636174,-0.07374437,0.27072662,0.3843396,0.1980828,-0.19464411,-0.6470739,-0.012289254,-0.00025645227,0.23232494,0.12980801,-0.08044668,0.1030089,-0.025206864,0.3022143,-0.10212869,0.18822835,-0.1789371,-0.075620994,0.18694454,-0.05157003,0.16448706,0.22788356,-0.21434304,-0.24346693,0.0006867965,-0.1648791,-0.12086181,0.039770674,0.1761762,0.0048117144,-0.04508894,0.018320097,0.13275763,-0.023377033,-0.10044649,region
Oceania,-0.22735518,0.09265174,-0.103802614,0.35158637,0.36764362,-0.042035677,0.23535945,-0.06745082,-0.25063324,-0.4153369,0.11002271,0.12912755,0.40206748,-0.11709793,0.41348043,0.39553648,-0.2857196,-0.03997389,0.3077215,0.22414652,-0.13182451,-0.25429082,0.24088676,-0.09304267,0.33679757,-0.24458228,-0.09186974,0.15333341,-0.32648087,-0.01551299,0.36440223,0.46288192,-0.43688422,0.0010383504,0.2526688,0.13607523,-0.041370124,0.26512754,-0.11636763,0.16970289,0.31516328,0.3914881,0.0326384,-0.12560712,-0.16080743,0.01107982,0.3082263,0.33653182,0.17773764,0.18973897,-0.4439968,0.07499096,-0.08941761,0.4678817,0.27935266,0.2566041,-0.05417709,-0.4143559,-0.2658757,0.1526042,-0.13323766,-0.5295266,-0.001655724,-0.32773092,region
South America,-0.056156468,-0.09352224,0.21130347,0.20892385,-0.09158798,0.013417229,0.08369769,-0.101254165,-0.26965845,-0.09820864,0.12972622,-0.18598719,0.18533605,-0.3181326,0.03364285,-0.3397009,-0.10360428,0.17471272,0.5225378,0.3056751,-0.25885704,0.41013482,-0.14624056,0.30927765,-0.1463765,0.21615666,0.41307712,0.19695322,0.064180344,0.2474504,-0.20178702,0.011563246,-0.3812529,-0.16294053,0.08541276,0.039406516,0.14649178,-0.26757234,0.20889466,0.034210794,0.03279532,-0.11138349,0.17710546,-0.037934143,-0.034298085,0.070334,-0.17265725,-0.33901486,0.27719656,0.1723166,0.5360223,0.1256504,0.2896191,0.23448361,0.31599012,-0.3553821,-0.13274284,0.037332978,0.07997206,0.55409724,-0.14442922,-0.1654174,0.20954514,0.21155657,region
